postcode,electricity_all_meters,electricity_all_consumption_kwh,electricity_standard_meters,electricity_standard_consumption_kwh,electricity_economy7_meters,electricity_economy7_consumption_kwh,gas_meters,gas_consumption_kwh
"M5 0JN",,,,,,,,
"M5 0JP",,,,,,,,
"M5 0JQ",,,,,,,,
"M5 0JR",,,,,,,,
"M5 0JS",,,,,,,,
"M5 0JT",,,,,,,,
"M5 0JU",,,,,,,,
"M5 0LF",,,,,,,,
"M5 0LG",,,,,,,,
"M5 0LH",,,,,,,,
"M5 0LJ",,,,,,,,
"M5 0LL",,,,,,,,
"M5 0LP",,,,,,,,
"M5 0LT",,,,,,,,
"M5 0LX",,,,,,,,
"M5 0LY",,,,,,,,
"M5 0LZ",,,,,,,,
"M5 0NA",,,,,,,,
"M5 0ND",,,,,,,,
"M5 0NF",,,,,,,,
"M5 0NG",,,,,,,,
"M5 0NH",,,,,,,,
"M5 0NJ",,,,,,,,
"M5 0NL",,,,,,,,
"M5 0NP",,,,,,,,
"M5 0NT",,,,,,,,
"M5 0NX",,,,,,,,
"M5 0NZ",,,,,,,,
"M5 0PA",,,,,,,,
"M5 0PB",,,,,,,,
"M5 0PD",,,,,,,,
"M5 0PE",,,,,,,,
"M5 0PF",,,,,,,,
"M5 0PG",,,,,,,,
"M5 0PH",,,,,,,,
"M5 0PL",,,,,,,,
"M5 0PN",,,,,,,,
"M5 0PP",,,,,,,,
"M5 0PS",,,,,,,,
"M5 0PW",,,,,,,,
"M5 0PZ",,,,,,,,
"M5 0QA",,,,,,,,
"M5 0QB",,,,,,,,
"M5 0QD",,,,,,,,
"M5 0QE",,,,,,,,
"M5 0QF",,,,,,,,
"M5 0QG",,,,,,,,
"M5 0QH",,,,,,,,
"M5 0QL",,,,,,,,
"M5 0QN",,,,,,,,
"M5 0QP",,,,,,,,
"M5 0QQ",,,,,,,,
"M5 3AA",,,,,,,,
"M5 3AB",8,16127,8,16127,,,9,67747
"M5 3AE",7,16664,7,16664,,,7,43342
"M5 3AF",9,21101,9,21101,,,9,61044
"M5 3AG",21,129850,21,129850,,,27,167602
"M5 3AH",30,78032,30,78032,,,30,204174
"M5 3AN",,,,,,,,
"M5 3AP",10,28892,10,28892,,,10,61188
"M5 3AQ",6,12650,6,12650,,,7,66785
"M5 3AU",9,30449,9,30449,,,9,51995
"M5 3AW",,,,,,,,
"M5 3AX",9,26304,9,26304,,,9,67816
"M5 3AY",18,46125,18,46125,,,19,159714
"M5 3AZ",17,45434,17,45434,,,17,119454
"M5 3BB",11,25448,11,25448,,,12,81951
"M5 3BL",,,,,,,,
"M5 3BQ",,,,,,,,
"M5 3DA",60,259084,60,259084,,,,
"M5 3DB",17,39740,17,39740,,,17,100455
"M5 3DD",19,45676,19,45676,,,19,145590
"M5 3DE",43,220024,,,,,,
"M5 3DF",13,26215,13,26215,,,13,52054
"M5 3DG",34,140573,34,140573,,,35,237782
"M5 3DH",52,297647,,,,,,
"M5 3DJ",,,,,,,,
"M5 3DL",35,163647,,,35,163647,,
"M5 3DN",24,62158,24,62158,,,25,143906
"M5 3DP",52,133306,52,133306,,,52,305258
"M5 3DQ",27,65291,27,65291,,,26,186675
"M5 3DR",40,167349,,,,,,
"M5 3DT",11,26438,11,26438,,,12,88749
"M5 3DU",53,253826,7,32357,46,221469,,
"M5 3DY",28,64449,28,64449,,,24,186489
"M5 3EA",,,,,,,,
"M5 3EB",,,,,,,,
"M5 3ED",,,,,,,,
"M5 3EE",,,,,,,,
"M5 3EF",,,,,,,,
"M5 3EH",,,,,,,,
"M5 3EJ",,,,,,,,
"M5 3EN",,,,,,,,
"M5 3EQ",,,,,,,,
"M5 3EW",,,,,,,,
"M5 3EX",22,48664,22,48664,,,23,121641
"M5 3EY",,,,,,,,
"M5 3EZ",,,,,,,,
"M5 3FA",8,22998,8,22998,,,8,59916
"M5 3FE",,,,,,,,
"M5 3FG",11,31375,11,31375,,,11,112429
"M5 3FN",87,427861,35,152849,52,275012,,
"M5 3FP",92,407971,38,164579,54,243392,,
"M5 3FR",15,39801,15,39801,,,15,110616
"M5 3FU",14,47505,10,22834,,,11,75290
"M5 3FW",10,30287,5,14338,5,15949,5,38818
"M5 3FX",16,40881,11,19596,5,21285,13,77321
"M5 3FY",88,407598,42,213300,46,194298,,
"M5 3GA",14,50696,14,50696,,,14,104897
"M5 3GB",11,39384,11,39384,,,11,101225
"M5 3GD",11,37425,11,37425,,,8,52561
"M5 3GE",31,113507,31,113507,,,14,103933
"M5 3GF",9,25525,9,25525,,,8,60806
"M5 3GG",23,68824,,,,,17,132520
"M5 3GH",25,90430,25,90430,,,13,109191
"M5 3GN",31,118602,31,118602,,,17,87618
"M5 3GQ",20,27647,20,27647,,,19,105869
"M5 3GR",,,,,,,,
"M5 3GS",5,11530,5,11530,,,5,44443
"M5 3GT",37,97967,37,97967,,,40,296728
"M5 3GW",28,51786,28,51786,,,26,145384
"M5 3GX",12,51070,12,51070,,,,
"M5 3GY",,,,,,,,
"M5 3GZ",30,130887,26,112779,,,,
"M5 3HA",16,54375,16,54375,,,15,123742
"M5 3HB",63,129723,17,30372,46,99351,,
"M5 3HE",19,51692,19,51692,,,19,182776
"M5 3HF",9,13898,9,13898,,,12,48019
"M5 3HG",11,40356,11,40356,,,11,93493
"M5 3HJ",24,66149,24,66149,,,24,165759
"M5 3HN",12,25214,12,25214,,,10,55626
"M5 3HP",8,51448,8,51448,,,,
"M5 3HR",31,128489,31,128489,,,31,268771
"M5 3HT",38,83988,13,30639,25,53349,,
"M5 3HU",27,45831,10,13305,17,32525,,
"M5 3HW",12,13741,12,13741,,,12,41273
"M5 3HX",42,92273,42,92273,,,42,269854
"M5 3HY",29,83514,29,83514,,,29,218406
"M5 3JA",,,,,,,,
"M5 3JB",6,19381,6,19381,,,6,63553
"M5 3JF",24,82631,24,82631,,,23,169630
"M5 3JG",,,,,,,,
"M5 3JJ",19,52231,19,52231,,,15,94249
"M5 3JP",12,99192,12,99192,,,11,66903
"M5 3JQ",43,99245,,,,,39,217594
"M5 3JR",6,13113,6,13113,,,6,52248
"M5 3JS",5,8539,5,8539,,,,
"M5 3JU",18,54165,18,54165,,,16,125243
"M5 3JW",17,50309,17,50309,,,21,124562
"M5 3JX",22,85838,,,,,7,59419
"M5 3JY",22,73270,,,,,23,190785
"M5 3JZ",24,58248,24,58248,,,28,182182
"M5 3LD",27,92737,27,92737,,,26,177727
"M5 3LE",32,129396,,,,,,
"M5 3LF",8,20872,8,20872,,,8,59433
"M5 3LG",22,97494,22,97494,,,9,42167
"M5 3LH",59,321470,59,321470,,,,
"M5 3LJ",25,76181,25,76181,,,19,98827
"M5 3LL",60,250269,,,,,,
"M5 3LN",67,346933,67,346933,,,,
"M5 3LP",28,122437,28,122437,,,,
"M5 3LQ",19,59983,19,59983,,,12,136199
"M5 3LR",16,47660,,,,,12,40672
"M5 3LS",19,54422,19,54422,,,20,143476
"M5 3LT",11,27196,11,27196,,,12,159942
"M5 3LU",33,41077,33,41077,,,,
"M5 3LW",,,,,,,,
"M5 3LX",6,15330,6,15330,,,6,30443
"M5 3LZ",,,,,,,,
"M5 3NA",,,,,,,,
"M5 3NB",48,205721,,,,,,
"M5 3ND",,,,,,,,
"M5 3NE",64,278426,64,278426,,,,
"M5 3NF",25,66425,25,66425,,,27,236323
"M5 3NG",33,128804,,,,,,
"M5 3NH",15,60224,15,60224,,,16,153026
"M5 3NN",,,,,,,,
"M5 3NP",20,115954,20,115954,,,,
"M5 3NQ",138,761135,138,761135,,,,
"M5 3NR",15,34958,15,34958,,,,
"M5 3NS",6,21284,6,21284,,,,
"M5 3NT",61,267285,61,267285,,,,
"M5 3NU",45,231292,45,231292,,,,
"M5 3NY",,,,,,,,
"M5 3NZ",10,23600,10,23600,,,11,89581
"M5 3PA",25,64970,,,,,25,165966
"M5 3PH",,,,,,,,
"M5 3PJ",8,32298,,,,,7,40323
"M5 3PL",,,,,,,,
"M5 3PS",11,62056,11,62056,,,12,80842
"M5 3PT",33,96073,33,96073,,,33,210693
"M5 3PX",,,,,,,,
"M5 3PY",,,,,,,,
"M5 3RD",27,74061,27,74061,,,27,161263
"M5 3RE",34,45800,34,45800,,,18,96284
"M5 3RG",33,90841,33,90841,,,32,266266
"M5 3RN",27,89341,27,89341,,,28,208446
"M5 3RP",25,95080,25,95080,,,25,241732
"M5 3RQ",18,57870,18,57870,,,19,219803
"M5 3RS",11,30173,11,30173,,,12,101471
"M5 3RW",19,52554,19,52554,,,18,237463
"M5 3RX",12,23442,12,23442,,,13,127919
"M5 3SA",19,64559,19,64559,,,18,170986
"M5 3SG",15,44346,15,44346,,,14,95429
"M5 3SH",49,100607,49,100607,,,51,281335
"M5 3SJ",29,103819,29,103819,,,29,248914
"M5 3SQ",6,34488,6,34488,,,5,136670
"M5 3SR",,,,,,,,
"M5 3SS",8,11128,8,11128,,,10,51025
"M5 3TN",8,21889,8,21889,,,8,64168
"M5 3TP",,,,,,,,
"M5 3TQ",23,50305,23,50305,,,22,139464
"M5 3TR",11,26509,11,26509,,,12,53380
"M5 3TT",,,,,,,,
"M5 3WH",,,,,,,,
"M5 3WJ",81,316501,,,,,,
"M5 3WL",45,106212,,,,,45,311863
"M5 3WN",22,52735,,,,,21,143589
"M5 3WP",28,95469,,,,,29,229445
"M5 3WQ",7,54141,7,54141,,,,
"M5 3WR",18,60287,,,,,16,118957
"M5 3WS",18,65673,18,65673,,,19,154988
"M5 3WT",11,25903,11,25903,,,13,91587
"M5 3WW",,,,,,,,
"M5 3WZ",,,,,,,,
"M5 4AA",,,,,,,,
"M5 4AD",9,16199,9,16199,,,9,54913
"M5 4AE",,,,,,,,
"M5 4AF",45,133847,45,133847,,,,
"M5 4AH",51,212008,51,212008,,,,
"M5 4AJ",,,,,,,,
"M5 4AL",,,,,,,,
"M5 4AN",,,,,,,,
"M5 4AP",,,,,,,,
"M5 4AQ",18,41064,18,41064,,,18,136688
"M5 4AS",7,17474,7,17474,,,6,66022
"M5 4AU",13,34355,13,34355,,,12,108283
"M5 4BA",16,45677,16,45677,,,16,76216
"M5 4BB",5,11397,5,11397,,,5,25147
"M5 4BD",,,,,,,,
"M5 4BE",,,,,,,,
"M5 4BF",44,141361,44,141361,,,46,445751
"M5 4BH",14,29783,14,29783,,,13,86843
"M5 4BJ",,,,,,,,
"M5 4BN",7,54958,7,54958,,,,
"M5 4BP",16,50733,16,50733,,,12,120326
"M5 4BR",,,,,,,,
"M5 4BS",,,,,,,,
"M5 4BX",37,112749,37,112749,,,38,270663
"M5 4DD",6,15707,6,15707,,,7,48013
"M5 4DE",,,,,,,,
"M5 4DG",,,,,,,,
"M5 4DT",,,,,,,,
"M5 4DU",,,,,,,,
"M5 4DY",,,,,,,,
"M5 4EA",,,,,,,,
"M5 4EE",72,238422,72,238422,,,13,88642
"M5 4FA",,,,,,,,
"M5 4FD",10,55306,10,55306,,,13,121996
"M5 4FL",43,77814,43,77814,,,30,145969
"M5 4FQ",29,83516,29,83516,,,30,265174
"M5 4FU",,,,,,,,
"M5 4GH",6,16876,6,16876,,,6,42473
"M5 4GJ",38,81591,38,81591,,,35,204820
"M5 4GL",31,84998,31,84998,,,32,222050
"M5 4GR",20,47049,20,47049,,,19,140583
"M5 4GS",11,27505,11,27505,,,12,84847
"M5 4GT",34,152234,34,152234,,,,
"M5 4GW",22,52049,22,52049,,,6,45940
"M5 4GX",24,65644,24,65644,,,28,188471
"M5 4GZ",,,,,,,,
"M5 4HB",,,,,,,,
"M5 4HD",30,65825,30,65825,,,30,227737
"M5 4HG",17,34283,17,34283,,,17,118522
"M5 4HH",34,61227,,,,,36,213178
"M5 4HJ",5,13295,5,13295,,,5,35699
"M5 4HL",18,45955,18,45955,,,19,104694
"M5 4HN",31,95616,31,95616,,,32,257775
"M5 4HP",20,60318,20,60318,,,21,150637
"M5 4HR",42,118670,42,118670,,,39,354822
"M5 4HS",9,26018,9,26018,,,8,62627
"M5 4HT",19,30053,19,30053,,,16,79600
"M5 4HU",7,15515,7,15515,,,8,51593
"M5 4HW",33,87819,33,87819,,,34,307247
"M5 4HY",16,39501,16,39501,,,16,142477
"M5 4HZ",25,65362,25,65362,,,23,138656
"M5 4JH",66,359784,6,24112,60,335672,,
"M5 4JL",,,,,,,,
"M5 4JN",31,171243,,,,,,
"M5 4JP",,,,,,,,
"M5 4LF",21,46780,21,46780,,,19,97266
"M5 4LG",,,,,,,,
"M5 4LH",77,457913,10,48750,67,409163,,
"M5 4LJ",,,,,,,,
"M5 4LN",68,334968,8,27172,60,307796,,
"M5 4LS",,,,,,,,
"M5 4LT",,,,,,,,
"M5 4LW",64,426120,9,47058,55,379061,,
"M5 4LY",,,,,,,,
"M5 4LZ",,,,,,,,
"M5 4NB",,,,,,,,
"M5 4NE",10,40606,10,40606,,,11,134608
"M5 4NF",,,,,,,,
"M5 4NJ",,,,,,,,
"M5 4NL",,,,,,,,
"M5 4NQ",,,,,,,,
"M5 4NT",,,,,,,,
"M5 4NW",,,,,,,,
"M5 4NY",,,,,,,,
"M5 4NZ",27,70428,,,,,28,321829
"M5 4PE",,,,,,,,
"M5 4PF",5,48062,5,48062,,,13,353823
"M5 4PL",6,52607,6,52607,,,,
"M5 4PZ",,,,,,,,
"M5 4QA",,,,,,,,
"M5 4QE",29,79483,29,79483,,,31,255354
"M5 4QF",29,83246,29,83246,,,29,196012
"M5 4QG",,,,,,,,
"M5 4QH",,,,,,,,
"M5 4QJ",,,,,,,,
"M5 4QL",,,,,,,,
"M5 4QN",,,,,,,,
"M5 4QQ",11,51193,11,51193,,,5,125711
"M5 4QR",,,,,,,,
"M5 4QS",43,97137,43,97137,,,45,273816
"M5 4QT",71,285302,71,285302,,,,
"M5 4QU",,,,,,,,
"M5 4QW",,,,,,,,
"M5 4QY",18,31060,18,31060,,,18,156458
"M5 4RD",5,29919,5,29919,,,,
"M5 4RJ",9,73460,9,73460,,,,
"M5 4RP",60,319327,60,319327,,,,
"M5 4RR",,,,,,,,
"M5 4RS",,,,,,,,
"M5 4RX",11,47651,,,,,11,100230
"M5 4RY",143,244700,143,244700,,,,
"M5 4SA",17,37298,17,37298,,,16,98617
"M5 4SB",26,56498,26,56498,,,27,253021
"M5 4SD",38,52989,24,35989,14,17000,40,192594
"M5 4SF",19,49415,19,49415,,,21,162418
"M5 4SG",53,255535,53,255535,,,,
"M5 4SH",27,104203,11,33167,16,71036,8,56254
"M5 4SJ",66,109110,66,109110,,,,
"M5 4SL",74,130594,74,130594,,,,
"M5 4SN",11,28081,11,28081,,,,
"M5 4SQ",6,11343,6,11343,,,,
"M5 4SR",67,276002,67,276002,,,,
"M5 4SS",76,302167,76,302167,,,,
"M5 4ST",,,,,,,,
"M5 4SU",93,520712,,,,,,
"M5 4SW",,,,,,,,
"M5 4SX",,,,,,,,
"M5 4SY",9,46350,9,46350,,,,
"M5 4TA",55,328295,55,328295,,,,
"M5 4TB",8,57178,8,57178,,,,
"M5 4TD",,,,,,,,
"M5 4TE",30,75188,30,75188,,,30,204727
"M5 4TF",40,95392,40,95392,,,39,199679
"M5 4TG",40,225963,9,25162,31,200801,19,137978
"M5 4TH",,,,,,,,
"M5 4TJ",,,,,,,,
"M5 4TL",29,77401,29,77401,,,29,247190
"M5 4TN",23,88627,6,9844,17,78783,18,93973
"M5 4TP",,,,,,,,
"M5 4TQ",55,223289,23,84643,32,138647,36,227990
"M5 4TR",16,91307,,,,,6,31218
"M5 4TS",,,,,,,,
"M5 4TT",,,,,,,,
"M5 4TW",32,105774,11,24755,21,81019,19,126330
"M5 4TX",76,308483,76,308483,,,,
"M5 4UA",21,50304,21,50304,,,24,179727
"M5 4UB",58,209780,,,54,193857,,
"M5 4UD",,,,,,,,
"M5 4UE",61,268162,9,53729,52,214433,,
"M5 4UF",63,394182,,,,,,
"M5 4UG",46,103608,,,,,47,294212
"M5 4UH",19,44599,19,44599,,,19,121956
"M5 4UJ",19,49814,19,49814,,,19,101889
"M5 4UL",46,105789,46,105789,,,43,246017
"M5 4UN",29,68893,29,68893,,,29,135112
"M5 4UP",32,69901,32,69901,,,30,148646
"M5 4UQ",49,121920,49,121920,,,49,321259
"M5 4UR",25,61482,25,61482,,,25,173025
"M5 4US",50,95683,,,,,52,268764
"M5 4UT",76,132762,,,,,77,441003
"M5 4UU",94,458472,23,80752,71,377720,,
"M5 4UW",45,100911,45,100911,,,47,259326
"M5 4UY",51,99137,,,,,,
"M5 4WB",,,,,,,,
"M5 4WN",,,,,,,,
"M5 4WT",,,,,,,,
"M5 4WU",,,,,,,,
"M5 4WX",,,,,,,,
"M5 4XL",,,,,,,,
"M5 4XP",87,422645,87,422645,,,,
"M5 4XQ",75,400535,75,400535,,,,
"M5 4XR",91,410504,,,,,,
"M5 4XS",92,435747,92,435747,,,,
"M5 4XT",65,305141,65,305141,,,,
"M5 4XU",50,276745,50,276745,,,,
"M5 4YA",63,248216,,,,,,
"M5 4YB",68,289283,68,289283,,,,
"M5 4YD",82,357418,82,357418,,,,
"M5 4YE",78,327511,78,327511,,,,
"M5 4YF",26,109463,26,109463,,,,
"M5 4YG",82,360357,82,360357,,,,
"M5 4YH",74,357868,74,357868,,,,
"M5 4YJ",16,86347,16,86347,,,,
"M5 4YL",46,84801,46,84801,,,,
"M5 4YN",5,6896,5,6896,,,,
"M5 4YP",55,84126,55,84126,,,,
"M5 4YQ",52,78062,52,78062,,,,
"M5 4YR",,,,,,,,
"M5 4YS",,,,,,,,
"M5 4YT",34,83232,34,83232,,,,
"M5 4YU",68,134994,68,134994,,,,
"M5 4YW",66,132966,66,132966,,,,
"M5 4ZB",53,270100,,,,,,
"M5 5AA",48,85792,48,85792,,,42,168551
"M5 5AB",57,159344,57,159344,,,53,332732
"M5 5AD",53,127519,53,127519,,,47,298328
"M5 5AE",45,81480,45,81480,,,41,251385
"M5 5AF",47,82326,47,82326,,,41,182849
"M5 5AG",,,,,,,,
"M5 5AH",49,69410,49,69410,,,37,173426
"M5 5AJ",51,83481,51,83481,,,44,219825
"M5 5AL",13,25485,13,25485,,,12,74654
"M5 5AN",8,13004,8,13004,,,8,43538
"M5 5AP",,,,,,,,
"M5 5AQ",,,,,,,,
"M5 5AT",16,41087,16,41087,,,7,44881
"M5 5AU",26,40733,26,40733,,,26,96668
"M5 5BB",12,37715,12,37715,,,12,115448
"M5 5BD",83,155050,83,155050,,,79,443640
"M5 5BJ",,,,,,,,
"M5 5BL",8,22687,8,22687,,,8,109624
"M5 5BN",7,18362,7,18362,,,8,92126
"M5 5BU",18,33857,18,33857,,,17,95135
"M5 5BW",27,48197,27,48197,,,17,87763
"M5 5BX",24,42633,24,42633,,,27,129939
"M5 5BY",16,31286,16,31286,,,8,52987
"M5 5BZ",16,53570,16,53570,,,16,132820
"M5 5DP",6,19520,6,19520,,,7,57594
"M5 5DQ",,,,,,,,
"M5 5DY",24,51766,24,51766,,,25,155996
"M5 5DZ",67,209027,67,209027,,,67,506801
"M5 5EB",78,417594,6,29507,72,388087,,
"M5 5ED",,,,,,,,
"M5 5EE",28,74086,28,74086,,,27,226556
"M5 5EG",22,74923,22,74923,,,21,261903
"M5 5EZ",12,27787,12,27787,,,12,138197
"M5 5FD",24,60287,24,60287,,,22,184884
"M5 5FW",20,106442,,,,,,
"M5 5FX",,,,,,,,
"M5 5FY",31,33627,31,33627,,,,
"M5 5FZ",13,22041,,,,,14,64483
"M5 5GA",36,81699,36,81699,,,26,183024
"M5 5GB",29,67746,29,67746,,,24,159053
"M5 5GG",,,,,,,,
"M5 5GH",8,15037,8,15037,,,5,29655
"M5 5GJ",,,,,,,,
"M5 5GL",5,11465,5,11465,,,7,67389
"M5 5GN",20,59774,20,59774,,,20,157197
"M5 5GX",16,40836,16,40836,,,14,112601
"M5 5HD",,,,,,,,
"M5 5HF",18,92973,18,92973,,,13,265956
"M5 5HH",,,,,,,,
"M5 5HJ",8,30387,8,30387,,,11,167534
"M5 5HL",19,111380,19,111380,,,17,306310
"M5 5HN",5,11977,5,11977,,,6,53525
"M5 5HP",,,,,,,,
"M5 5HQ",9,41909,,,,,6,64981
"M5 5HR",19,42550,19,42550,,,18,153270
"M5 5HW",12,21750,12,21750,,,15,169243
"M5 5JS",20,35731,,,,,20,90963
"M5 5LA",13,38090,13,38090,,,13,133962
"M5 5LX",17,46178,17,46178,,,18,192714
"M5 5LY",15,37921,15,37921,,,14,157283
"M5 5NG",18,54590,18,54590,,,17,163865
"M5 5NN",,,,,,,,
"M5 5NU",12,42769,,,,,12,121742
"M5 5NX",,,,,,,,
"M5 5NZ",,,,,,,,
"M5 5QX",7,20876,7,20876,,,6,51341
"M5 5QY",29,82891,29,82891,,,27,157984
"M5 5QZ",38,120604,38,120604,,,38,284714
"M5 5SJ",,,,,,,,
"M5 5WG",11,31303,11,31303,,,14,151945
"M5 5WJ",5,12827,5,12827,,,5,31228
"M5 5WQ",11,33937,11,33937,,,11,117565
"M5 5WR",16,54144,16,54144,,,14,124590
"M50 1AU",91,435151,91,435151,,,,
"M50 1AW",84,444018,84,444018,,,,
"M50 1AY",,,,,,,,
"M50 1AZ",85,412347,85,412347,,,,
"M50 1BA",,,,,,,,
"M50 1BB",,,,,,,,
"M50 1BX",,,,,,,,
"M50 1DB",81,381446,,,,,,
"M50 1DE",,,,,,,,
"M50 1DG",,,,,,,,
"M50 1DH",63,291344,,,,,,
"M50 1DJ",63,302101,,,,,,
"M50 1DL",,,,,,,,
"M50 1DN",,,,,,,,
"M50 1DR",,,,,,,,
"M50 1DS",,,,,,,,
"M50 1DT",,,,,,,,
"M50 1DU",,,,,,,,
"M50 1DX",43,173594,38,146226,5,27367,20,175642
"M50 1EB",21,60637,,,,,20,186634
"M50 1EP",,,,,,,,
"M50 1EW",,,,,,,,
"M50 1FB",,,,,,,,
"M50 1GU",,,,,,,,
"M50 1RD",,,,,,,,
"M50 1RE",,,,,,,,
"M50 1RF",,,,,,,,
"M50 1SW",,,,,,,,
"M50 1SY",,,,,,,,
"M50 1UU",,,,,,,,
"M50 1WH",8,27927,8,27927,,,8,69269
"M50 1YX",,,,,,,,
"M50 1ZD",,,,,,,,
"M50 2AA",,,,,,,,
"M50 2AB",,,,,,,,
"M50 2AD",77,128337,77,128337,,,,
"M50 2AE",75,114919,75,114919,,,,
"M50 2AF",81,108762,81,108762,,,,
"M50 2AG",78,156882,78,156882,,,,
"M50 2AH",75,207968,75,207968,,,,
"M50 2AJ",83,172852,83,172852,,,,
"M50 2BA",87,251778,,,,,,
"M50 2BB",110,277184,110,277184,,,,
"M50 2BH",,,,,,,,
"M50 2BS",,,,,,,,
"M50 2EQ",,,,,,,,
"M50 2GE",,,,,,,,
"M50 2GF",,,,,,,,
"M50 2GL",,,,,,,,
"M50 2GN",,,,,,,,
"M50 2GQ",,,,,,,,
"M50 2GR",,,,,,,,
"M50 2GT",,,,,,,,
"M50 2GY",,,,,,,,
"M50 2GZ",,,,,,,,
"M50 2HA",88,390099,88,390099,,,,
"M50 2HB",85,337097,85,337097,,,,
"M50 2HD",85,394663,85,394663,,,,
"M50 2HE",,,,,,,,
"M50 2HF",,,,,,,,
"M50 2HG",82,317964,82,317964,,,,
"M50 2HH",75,286619,,,,,,
"M50 2HJ",87,317851,87,317851,,,,
"M50 2HT",,,,,,,,
"M50 2LH",,,,,,,,
"M50 2NP",,,,,,,,
"M50 2NT",,,,,,,,
"M50 2PF",,,,,,,,
"M50 2PQ",,,,,,,,
"M50 2PU",,,,,,,,
"M50 2PW",,,,,,,,
"M50 2QH",,,,,,,,
"M50 2QL",,,,,,,,
"M50 2QP",,,,,,,,
"M50 2QW",,,,,,,,
"M50 2RP",,,,,,,,
"M50 2SN",,,,,,,,
"M50 2SR",,,,,,,,
"M50 2ST",,,,,,,,
"M50 2TG",,,,,,,,
"M50 2TH",84,238619,84,238619,,,,
"M50 2TJ",90,315953,90,315953,,,,
"M50 2TR",,,,,,,,
"M50 2UD",59,301827,59,301827,,,,
"M50 2UE",,,,,,,,
"M50 2UF",59,248676,59,248676,,,,
"M50 2UG",60,272324,60,272324,,,,
"M50 2UW",,,,,,,,
"M50 2UX",,,,,,,,
"M50 2WH",,,,,,,,
"M50 2WQ",,,,,,,,
"M50 2WR",,,,,,,,
"M50 2WY",,,,,,,,
"M50 2XD",,,,,,,,
"M50 2XE",,,,,,,,
"M50 2XH",,,,,,,,
"M50 2XS",,,,,,,,
"M50 2XU",,,,,,,,
"M50 2XZ",,,,,,,,
"M50 2ZY",,,,,,,,
"M50 3AA",66,519447,,,,,,
"M50 3AB",,,,,,,,
"M50 3AD",,,,,,,,
"M50 3AE",,,,,,,,
"M50 3AF",,,,,,,,
"M50 3AG",,,,,,,,
"M50 3AH",,,,,,,,
"M50 3AJ",52,166784,52,166784,,,,
"M50 3AL",51,128074,51,128074,,,,
"M50 3AN",52,266047,52,266047,,,,
"M50 3AP",52,242626,52,242626,,,,
"M50 3AQ",51,245911,51,245911,,,,
"M50 3AR",65,275875,65,275875,,,,
"M50 3AS",83,385105,83,385105,,,,
"M50 3AT",72,334228,72,334228,,,,
"M50 3AU",83,362354,83,362354,,,,
"M50 3AW",51,212178,51,212178,,,,
"M50 3AX",42,264767,,,42,264767,,
"M50 3AY",43,252390,,,43,252390,,
"M50 3AZ",,,,,,,,
"M50 3BA",,,,,,,,
"M50 3BB",80,631514,8,53689,72,577825,,
"M50 3BD",80,545734,,,,,,
"M50 3BE",82,646001,9,72523,73,573479,,
"M50 3BF",,,,,,,,
"M50 3BG",,,,,,,,
"M50 3BL",71,268828,71,268828,,,,
"M50 3BN",72,206309,72,206309,,,,
"M50 3BP",70,241337,70,241337,,,,
"M50 3BS",74,242364,,,,,,
"M50 3DJ",80,312458,80,312458,,,,
"M50 3DL",67,283373,67,283373,,,,
"M50 3DN",67,220536,67,220536,,,,
"M50 3GP",,,,,,,,
"M50 3RA",76,436358,,,,,,
"M50 3RB",61,400219,,,,,,
"M50 3SA",56,243264,56,243264,,,,
"M50 3SB",63,281256,63,281256,,,,
"M50 3SD",,,,,,,,
"M50 3SE",87,435186,87,435186,,,,
"M50 3SF",77,428513,77,428513,,,,
"M50 3SG",,,,,,,,
"M50 3SH",70,299717,70,299717,,,,
"M50 3SJ",67,327352,67,327352,,,,
"M50 3SN",,,,,,,,
"M50 3SP",6,7706,6,7706,,,,
"M50 3SQ",,,,,,,,
"M50 3SR",,,,,,,,
"M50 3SS",,,,,,,,
"M50 3ST",,,,,,,,
"M50 3SU",,,,,,,,
"M50 3TS",94,492104,94,492104,,,,
"M50 3TT",30,173841,6,13040,24,160801,,
"M50 3TU",52,301838,18,65990,34,235849,8,118713
"M50 3TW",37,148220,37,148220,,,,
"M50 3TX",55,304190,25,66389,30,237800,17,185378
"M50 3TY",79,401973,13,23964,66,378009,6,70433
"M50 3TZ",67,304392,67,304392,,,,
"M50 3UB",,,,,,,,
"M50 3UP",,,,,,,,
"M50 3UQ",,,,,,,,
"M50 3UT",,,,,,,,
"M50 3WH",,,,,,,,
"M50 3WL",,,,,,,,
"M50 3WP",,,,,,,,
"M50 3WX",,,,,,,,
"M50 3WZ",,,,,,,,
"M50 3XB",,,,,,,,
"M50 3XE",,,,,,,,
"M50 3XF",33,99617,33,99617,,,34,318482
"M50 3XG",21,53598,21,53598,,,21,176388
"M50 3XL",,,,,,,,
"M50 3XP",,,,,,,,
"M50 3XQ",34,82822,,,,,33,367383
"M50 3XR",22,64458,22,64458,,,22,215313
"M50 3XT",69,439494,15,62679,54,376815,9,120718
"M50 3XU",13,86396,,,13,86396,,
"M50 3XW",,,,,,,,
"M50 3XZ",,,,,,,,
"M50 3YH",79,116971,79,116971,,,81,415108
"M50 3YJ",,,,,,,,
"M50 3YL",,,,,,,,
"M50 3YW",,,,,,,,
"M50 3YY",,,,,,,,
